[01, 7F, 02, 47, 33, 36, 35, 34, 36, 03, 2B]
[01, 7F, 02, 47, 31, 38, 90, 35, 35, 34, 44, 34, 30, 30, 20, 20, 32, 20, 03, 76]
[01, 7F, 02, 47, 33, 36, 35, 34, 33, 03, 2E]
[01, 7F, 02, 47, 31, 38, 90, 35, 35, 34, 44, 33, 30, 30, 20, 20, 32, 20, 03, 71]
[01, 7F, 02, 47, 31, 38, 90, 35, 35, 34, 44, 33, 30, 30, 20, 20, 32, 20, 03, 71]
[01, 7F, 02, 47, 33, 36, 35, 34, 32, 03, 2F]
[01, 7F, 02, 47, 33, 30, 35, 20, 30, 20, 20, 30, 20, 03, 2F]
[01, 7F, 02, 47, 33, 33, 35, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 03, 2C]
[01, 7F, 02, 47, 36, 30, 35, 00, 00, 03, 2A]
[01, 7F, 02, 47, 33, 31, 35, 20, 30, 20, 30, 20, 20, 20, 20, 03, 2E]
[01, 7F, 02, 47, 33, 36, 35, 34, 31, 03, 2C]
[01, 7F, 02, 47, 33, 30, 35, 20, 30, 20, 20, 30, 20, 03, 2F]
[01, 7F, 02, 47, 33, 34, 35, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 03, 2B]
[01, 7F, 02, 47, 36, 30, 35, 00, 00, 03, 2A]
[01, 7F, 02, 47, 33, 31, 35, 20, 30, 20, 30, 20, 20, 20, 20, 03, 2E]
[01, 7F, 02, 47, 33, 36, 35, 34, 30, 03, 2D]
[01, 7F, 02, 47, 33, 36, 35, 33, 39, 03, 23]
[01, 7F, 02, 47, 33, 36, 35, 33, 38, 03, 22]
[01, 7F, 02, 47, 33, 36, 35, 33, 37, 03, 2D]
[01, 7F, 02, 47, 33, 36, 35, 33, 36, 03, 2C]
[01, 7F, 02, 47, 33, 36, 35, 33, 35, 03, 2F]
[01, 7F, 02, 47, 33, 36, 35, 33, 34, 03, 2E]
[01, 7F, 02, 47, 33, 36, 35, 33, 33, 03, 29]
[01, 7F, 02, 47, 33, 36, 35, 33, 32, 03, 28]
[01, 7F, 02, 47, 33, 36, 35, 33, 31, 03, 2B]
[01, 7F, 02, 47, 33, 36, 35, 33, 30, 03, 2A]
[01, 7F, 02, 47, 33, 36, 35, 32, 39, 03, 22]
[01, 7F, 02, 47, 33, 36, 35, 32, 38, 03, 23]
[01, 7F, 02, 47, 33, 36, 35, 32, 37, 03, 2C]
[01, 7F, 02, 47, 33, 36, 35, 32, 36, 03, 2D]
[01, 7F, 02, 47, 33, 36, 35, 32, 35, 03, 2E]
[01, 7F, 02, 47, 33, 36, 35, 32, 34, 03, 2F]
[01, 7F, 02, 47, 33, 36, 35, 32, 33, 03, 28]
[01, 7F, 02, 47, 33, 36, 35, 32, 32, 03, 29]
[01, 7F, 02, 47, 33, 36, 35, 32, 31, 03, 2A]
[01, 7F, 02, 47, 33, 36, 35, 32, 30, 03, 2B]
[01, 7F, 02, 47, 33, 36, 35, 31, 39, 03, 21]
[01, 7F, 02, 47, 33, 36, 35, 31, 38, 03, 20]
[01, 7F, 02, 47, 33, 36, 35, 31, 37, 03, 2F]
[01, 7F, 02, 47, 33, 36, 35, 31, 36, 03, 2E]
[01, 7F, 02, 47, 33, 36, 35, 31, 35, 03, 2D]
[01, 7F, 02, 47, 33, 36, 35, 31, 34, 03, 2C]
[01, 7F, 02, 47, 33, 36, 35, 31, 33, 03, 2B]
[01, 7F, 02, 47, 33, 36, 35, 31, 32, 03, 2A]
[01, 7F, 02, 47, 33, 36, 35, 31, 31, 03, 29]
[01, 7F, 02, 47, 33, 36, 35, 31, 30, 03, 28]
[01, 7F, 02, 47, 33, 36, 35, 30, 39, 03, 20]
[01, 7F, 02, 47, 33, 36, 35, 30, 38, 03, 21]
